"userID","itemID","styleID","rating"
1618,35036,1199,2
5401,5441,1199,4.5
5401,24905,1199,4.5
5401,1504,568,4
5401,1324,263,4.5
5401,29687,395,2.5
5401,16073,1199,4
5401,33644,14879,3.5
5401,7463,1199,4
5401,19960,1199,5
5401,21822,1199,4
5401,27589,2430,1.5
5401,35036,1199,5
5401,1122,395,3.5
5401,21704,263,4
5401,960,365,3
5401,17538,1199,4
5401,27586,2430,1.5
5401,20478,1199,4
5401,16115,1199,4
5401,11757,1199,4.5
5401,34362,394,4.5
5401,727,263,3.5
5401,10784,1075,4
7466,4904,1417,3
7466,1324,263,4
7466,3939,1417,4
219,11757,1199,4
8060,3824,1417,3.5
8060,1324,263,5
6426,20478,1199,5
7316,5411,394,4
997,16074,1199,3.5
997,14973,3403,4
997,34326,3403,2.5
997,34146,1199,4
997,23729,3403,3.5
997,5441,1199,4
997,1018,263,3
997,25852,1199,5
997,727,263,4
997,7463,1199,4
997,17538,1199,4.5
997,14299,807,3.5
997,25656,9020,3.5
997,33644,14879,4
997,7348,1199,4.5
997,58053,395,3.5
997,54731,263,4
997,3824,1417,4
997,24905,1199,4.5
997,17538,1199,4.5
997,5441,1199,4.5
997,71157,577,3.5
997,20310,3403,4.5
997,7463,1199,3.5
997,26012,807,4.5
476,57640,1199,4.5
476,16074,1199,4
476,67405,24445,3
476,53468,1199,2.5
476,72317,1199,4
476,72827,14879,4
476,67407,24445,3.5
476,46088,16386,1.5
476,11757,1199,4.5
476,59966,1199,3
476,49442,395,3
476,72821,24445,4.5
476,17538,1199,2.5
476,69461,14879,4
476,68737,24445,3.5
476,54827,1199,4
476,66848,24445,2.5
476,34361,394,4
476,67399,24445,4
476,29687,395,3
476,25852,1199,3.5
476,67236,24445,4.5
476,65528,24445,4.5
476,47658,1199,4
476,67406,24445,2.5
476,48911,1199,3.5
476,59514,23020,3.5
476,727,263,2
476,71809,24445,3.5
476,58914,1199,4
476,65401,24445,3.5
476,47695,14879,4.5
476,20470,394,3.5
476,65339,395,4
476,71802,24445,4.5
476,74145,26946,3
476,46634,14338,3
476,72823,24445,3.5
476,68738,24445,4
476,65403,24445,4
476,65400,24445,4
476,1504,568,4
476,47245,2446,3
476,72822,24445,3.5
476,71230,24445,4
476,4073,1199,3
476,25656,9020,2.5
476,60512,1199,4.5
476,21822,1199,4
476,57110,14879,4
476,72820,24445,3
476,19960,1199,3.5
476,67398,24445,4
4910,24905,1199,3
4910,48911,1199,3.5
4644,33644,14879,4.5
2248,43091,16386,4
2248,47658,1199,4.5
2248,19960,1199,4.5
520,7463,1199,4.5
520,7348,1199,4.5
520,11757,1199,5
520,58914,1199,4
520,19960,1199,4.5
520,33644,14879,3
520,16074,1199,4
520,25852,1199,4.5
520,69894,1199,4.5
520,48911,1199,4
520,47658,1199,5
520,24905,1199,3.5
614,20539,394,4.5
614,11757,1199,4.5
614,33644,14879,4.5
614,7348,1199,4.5
614,35036,1199,4
2860,16638,3268,3
2860,33662,14879,3
4713,48911,1199,2.5
4713,34146,1199,3.5
4713,17010,577,2.5
970,47658,1199,5
7999,9906,394,3
7999,1550,394,2
7013,1415,163,3
7013,19960,1199,4
7013,1525,568,3.5
7013,7463,1199,3.5
7013,5411,394,4
7013,16115,1199,4
7013,429,1,4
7013,17538,1199,4
1651,25852,1199,5
1651,19960,1199,5
735,17538,1199,4
735,20539,394,4
735,25852,1199,4
735,13350,3268,4
735,11757,1199,4
735,20478,1199,4
735,73506,12003,3.5
735,52211,14879,3.5
5264,11757,1199,4
5199,21556,568,4
78,54000,850,4
78,7348,1199,4
2281,34146,1199,4.5
2281,21822,1199,5
1098,176,60,4
1881,20478,1199,4
1881,16074,1199,4
1881,5441,1199,4.5
1881,7348,1199,3
1881,34146,1199,5
1881,7463,1199,4
1881,4073,1199,4.5
3569,17538,1199,4
3569,16074,1199,3.5
1731,5487,2098,4
2558,19960,1199,4
2558,17538,1199,3.5
2558,11757,1199,4.5
2558,33644,14879,4.5
2555,11757,1199,4.5
4239,33644,14879,3.5
4239,43893,7402,4
6151,4073,1199,4.5
5183,5441,1199,5
5183,7463,1199,3.5
5183,11757,1199,3.5
5183,36670,394,4
1594,40028,395,3.5
1594,47658,1199,4.5
536,33644,14879,4.5
536,53779,14879,3.5
5717,11757,1199,4
6773,10605,4955,4
6773,1550,394,4.5
6773,1525,568,3
7477,436,163,2
6887,20470,394,4
4612,33644,14879,5
4612,34146,1199,4.5
4612,20539,394,5
4612,429,1,4.5
4612,19960,1199,5
4612,11757,1199,5
4612,10784,1075,4.5
4612,29145,263,4
4612,966,365,3.5
4612,35649,3268,4.5
4612,46386,365,4
4612,33927,14879,4.5
4612,429,1,4.5
4612,17538,1199,3.5
4612,35036,1199,4
4612,21822,1199,4
6004,36037,15636,4.5
3714,727,263,4
3810,10784,1075,4
132,11757,1199,5
499,64096,14879,4
6202,7324,395,3.5
5377,16074,1199,4.5
5377,727,263,4.5
5377,11757,1199,4.5
5377,34146,1199,4
2292,60511,1199,3.5
2292,1622,394,3.5
2292,45991,365,3
2292,34146,1199,3.5
2292,20478,1199,4
2292,1154,394,3.5
2292,20470,394,4
2292,33624,14879,3.5
2292,51483,9020,4
2292,16074,1199,4
2292,19960,1199,4.5
2292,36670,394,4.5
2292,19960,1199,5
2292,51301,1199,3.5
2292,56887,3268,4.5
2292,1622,394,4
2292,1324,263,4
2292,966,365,4
2292,49077,1199,4
2292,37403,1199,3.5
2292,37518,14879,4.5
2292,44909,394,4
2292,34361,394,4
2292,48911,1199,4
2292,7675,3268,4
2292,1018,263,4.5
2292,16074,1199,4
2292,43151,394,4
2292,1154,394,4.5
2292,178,60,3.5
2292,34362,394,4
2292,5441,1199,4
2292,1791,60,3
2292,11757,1199,4
2292,47658,1199,5
2292,5441,1199,4
2292,54827,1199,4
2292,41778,10541,3.5
2292,21822,1199,4
2292,36269,10541,2
2292,23474,1199,3.5
2292,963,365,3
2292,43312,394,4.5
2292,25852,1199,3.5
2292,29145,263,4.5
2292,21688,9020,4
2292,34146,1199,3.5
2292,175,60,3.5
2292,5411,394,4
2292,7463,1199,4
2292,47695,14879,4
2292,35036,1199,4
2292,35036,1199,4.5
2292,7047,1482,4.5
2292,49237,1199,4
2292,52368,394,2.5
2292,1550,394,4
2292,16073,1199,3.5
2292,43438,394,3.5
2292,25884,12224,2
2292,25414,1075,4
2292,35649,3268,4.5
2292,24905,1199,4
2292,41688,394,4
2292,20478,1199,4
2292,2106,394,4
2292,1504,568,4
2292,28350,3268,3.5
2292,36670,394,4
2292,17538,1199,3.5
2292,727,263,4
2292,55900,1199,4
2292,1622,394,3.5
2292,9906,394,4
2292,962,365,3
2292,33644,14879,4
2292,4073,1199,4
2292,1621,394,4.5
2292,7348,1199,4
2292,10784,1075,4
2292,11757,1199,4.5
2292,16417,1482,3.5
2292,36269,10541,4
2292,29687,395,3.5
2292,960,365,3.5
2292,176,60,4
2292,11757,1199,4.5
2292,33662,14879,4
2292,1598,60,3.5
2292,16115,1199,4
2292,1599,60,3.5
2292,1549,394,4
2292,1492,394,4
2292,3824,1417,2.5
2292,5487,2098,3.5
5649,43396,16994,4.5
5649,46254,16994,4
5649,46255,16994,4.5
5649,436,163,3
5649,46248,16994,4.5
3894,20539,394,4
2653,10784,1075,4.5
1833,47658,1199,5
2549,46386,365,1
7656,24233,5514,3.5
3876,9906,394,3.5
3876,7348,1199,4.5
3876,21556,568,3
3876,3939,1417,4
3876,16417,1482,3.5
3876,429,1,4
3876,11757,1199,3.5
3876,34146,1199,4
3876,7463,1199,4
3876,24905,1199,2.5
3876,1154,394,2.5
3876,20470,394,4
3876,960,365,4
3876,29145,263,4
3876,16074,1199,4
3876,48911,1199,4
3876,1550,394,4
3876,2718,860,3
3876,17538,1199,3
3876,5441,1199,4
3876,1504,568,4
3876,20539,394,4
3876,4904,1417,4
3876,3824,1417,4
3876,36670,394,4
3876,33927,14879,4
3876,45991,365,3.5
545,5441,1199,4
545,11757,1199,5
545,19960,1199,4.5
4811,727,263,4
4811,24905,1199,4
4811,5441,1199,4
4811,7463,1199,3.5
5221,19960,1199,4
696,20893,9020,4
696,13350,3268,3
696,48911,1199,2.5
696,11757,1199,4.5
696,51483,9020,4
696,48525,365,4
696,10784,1075,4
696,24059,3268,3
696,16638,3268,3.5
696,7672,3268,4
696,7348,1199,4
696,16074,1199,4.5
696,28350,3268,4
696,20575,9020,3
696,3824,1417,4
696,7463,1199,1
696,7675,3268,3.5
696,727,263,4
696,19960,1199,5
696,5441,1199,4
696,56887,3268,4.5
696,7673,3268,3.5
696,4073,1199,3.5
696,20478,1199,4.5
2889,5441,1199,3.5
2889,19960,1199,3.5
2889,7463,1199,4.5
2889,57110,14879,3
2889,43091,16386,2
2889,17538,1199,2.5
2889,1791,60,4
2889,11757,1199,4
2889,35036,1199,4
2889,34146,1199,4
2889,47658,1199,5
2889,28350,3268,3.5
2889,1324,263,4.5
2889,16074,1199,3.5
2889,60511,1199,3
2889,47659,1199,4
2889,21822,1199,2.5
2889,24905,1199,3
2889,20478,1199,4.5
2889,55900,1199,4
2889,45482,16386,2
2889,48911,1199,3.5
2889,47695,14879,3.5
2889,33644,14879,4
1222,38468,16269,2
1777,17538,1199,4
6376,727,263,3.5
6921,1504,568,3
7195,5411,394,3.5
2145,19960,1199,4.5
2145,11757,1199,4.5
6730,1622,394,4.5
436,11757,1199,4
7431,4904,1417,2
7157,21822,1199,3.5
7157,4073,1199,3.5
7157,13350,3268,2
7157,3003,395,3.5
7157,7463,1199,4
7157,16074,1199,4.5
7157,11757,1199,4
7157,16073,1199,2.5
7157,5441,1199,4
5439,429,1,4.5
7758,7463,1199,4
1000,20470,394,3
1000,11757,1199,4.5
1000,11757,1199,3.5
1000,17538,1199,4
1000,51483,9020,5
1000,21822,1199,4
1000,20575,9020,3.5
1000,25852,1199,5
1000,47658,1199,4
1000,52211,14879,3.5
1000,19960,1199,4.5
1000,37518,14879,5
1000,25656,9020,4
1000,54827,1199,2.5
1000,57110,14879,5
1000,63863,9020,3
1000,7463,1199,2.5
1000,20478,1199,4.5
1000,47541,9020,4
1000,28350,3268,4
1000,48911,1199,5
1000,34146,1199,3
1000,48911,1199,5
1000,35649,3268,3.5
1000,35036,1199,4
1000,53468,1199,2.5
1000,58053,395,1
1000,727,263,4.5
1000,34146,1199,5
2268,1324,263,2
8307,510,14,4
8307,454,14,4
3740,429,1,3.5
5272,34146,1199,4
2910,29687,395,3.5
2910,1621,394,3
2910,16074,1199,4
2910,28350,3268,3
2910,429,1,3.5
2910,60686,3268,3
2910,17538,1199,4.5
2910,43312,394,4
2910,7675,3268,3.5
2910,26394,1199,4
2910,1121,395,4
2910,5441,1199,4
2910,20470,394,4
2910,510,14,4.5
2910,1123,395,3.5
2910,34146,1199,4
2910,5411,394,4.5
2910,20478,1199,4.5
2910,1122,395,4.5
2910,19960,1199,4.5
2910,9906,394,4
2910,13350,3268,3.5
2910,25382,394,3.5
2910,23474,1199,4
2910,24905,1199,4
2910,962,365,3.5
2910,727,263,4
2910,961,365,4
2910,47658,1199,4.5
2910,11757,1199,4.5
2910,21034,5892,3
2910,3810,1413,3.5
2910,16073,1199,3.5
2910,7463,1199,4
2910,16638,3268,2
2910,4073,1199,4
2910,960,365,4
2910,21800,14,4
2910,48911,1199,3.5
2910,7348,1199,4.5
2910,1324,263,4.5
2910,21822,1199,4
2910,16115,1199,4
2910,17183,14,4.5
2910,1018,263,4
2910,21436,14,3
2910,515,14,4.5
2910,35036,1199,4.5
2910,60511,1199,3.5
5226,24905,1199,4.5
5973,14413,2446,4
5973,1504,568,4.5
5973,21822,1199,4.5
5973,429,1,3
5973,3824,1417,3
5973,727,263,4
5973,7694,3282,5
5973,20539,394,3.5
5973,20470,394,4.5
5973,3606,1315,4.5
5973,8422,3282,4.5
5973,7167,1315,4
5973,4073,1199,4
5973,1018,263,3.5
5973,13282,2446,3.5
5973,8950,2446,3
5973,17538,1199,3.5
5985,4920,1315,2.5
5985,1414,163,2.5
5985,429,1,3
5985,26352,2100,2.5
5985,5537,1315,3.5
5985,43803,2100,3
2302,19960,1199,4.5
2620,11757,1199,5
6899,429,1,3.5
6899,175,60,3.5
6899,2106,394,4
6899,176,60,3.5
6899,1598,60,4
3842,9118,1303,4.5
1604,25852,1199,3
8059,8422,3282,4.5
4045,19960,1199,4.5
202,5441,1199,4
202,7463,1199,3.5
202,21822,1199,4.5
202,7348,1199,4
202,35036,1199,4
202,48911,1199,3.5
202,52211,14879,3.5
202,24905,1199,3.5
202,10784,1075,3
202,19960,1199,4.5
202,11757,1199,4
202,17538,1199,4
202,25852,1199,3.5
202,60511,1199,3.5
202,56071,1075,2
900,35036,1199,5
4084,55900,1199,2.5
3978,727,263,4.5
3978,17538,1199,4
3978,11757,1199,4
3978,7348,1199,4
3978,16074,1199,4.5
3978,34146,1199,4.5
3978,29204,395,2
3978,56115,14879,5
3978,20470,394,4
3978,7463,1199,4
3978,1504,568,4
3978,29687,395,3.5
7002,16115,1199,4.5
7002,4073,1199,4.5
7002,17538,1199,5
7002,11757,1199,5
5686,11757,1199,4
2303,54731,263,4.5
4717,5916,1,2.5
4717,436,163,2.5
4717,3619,394,4
4717,1622,394,4.5
4717,1154,394,4
4717,429,1,3
4717,2106,394,4.5
4717,1550,394,3.5
4717,1521,568,3
4717,3606,1315,3.5
4717,19960,1199,5
4717,38552,765,3.5
4717,16074,1199,4.5
6563,429,1,3
6563,25382,394,3.5
6563,20470,394,4
9,8555,1315,4.5
9,34590,365,3.5
9,727,263,4.5
9,962,365,3.5
9,33227,365,3.5
9,13583,2055,3.5
9,4904,1417,4
9,1123,395,3.5
9,10656,5049,4.5
9,1018,263,4
9,6769,1315,4
9,3824,1417,4.5
9,16074,1199,4
9,429,1,3.5
9,16115,1199,4
9,45991,365,3.5
9,1324,263,4.5
3165,1598,60,2
3165,8590,765,3
3165,727,263,4
3165,2784,765,2.5
3165,20470,394,4
3165,8274,765,3
3165,22907,453,4
3165,25382,394,3.5
3165,7463,1199,3.5
3165,178,60,2
3165,48167,765,2.5
3165,1599,60,2
3165,53158,765,3.5
3165,41315,765,2.5
3165,8102,1917,3.5
3165,1018,263,3.5
3165,3824,1417,4
3165,20539,394,4
3165,53159,765,3.5
3165,30372,13831,2
3165,3939,1417,3
3165,4904,1417,3
3165,3606,1315,2.5
3165,176,60,3.5
3165,5441,1199,4
3165,29727,765,3
3165,1504,568,4.5
3165,38552,765,4.5
3165,30682,765,2
3165,1791,60,4
3165,32222,765,2.5
3165,54361,765,3.5
3165,429,1,3
3165,25049,765,3
3165,38866,765,3.5
3165,18533,765,3
2039,33644,14879,3.5
2039,17538,1199,3
2039,436,163,3
2039,20470,394,3
2039,48911,1199,4
